[0.160 -> 0.560] 下 xia4
[0.560 -> 0.800] 星 xing1
[0.800 -> 1.040] 期 qi1
[1.040 -> 1.360] 五 wu3
[1.360 -> 1.600] 是 shi4
[1.600 -> 1.840] 圣 sheng4
[1.840 -> 2.080] 诞 dan4
[2.080 -> 2.480] 节 jie2
[3.200 -> 3.360] 这 zhe4
[3.360 -> 3.440] 是 shi4
[3.440 -> 3.680] 我 wo3
[3.680 -> 3.840] 第 di4
[3.840 -> 4.000] 一 yi1
[4.000 -> 4.240] 次 ci4
[4.240 -> 4.400] 在 zai4
[4.400 -> 4.640] 中 zhong1
[4.640 -> 4.800] 国 guo2
[4.800 -> 5.040] 过 guo4
[5.040 -> 5.280] 圣 sheng4
[5.280 -> 5.520] 诞 dan4
[5.520 -> 5.920] 节 jie2
[6.640 -> 6.800] 我 wo3
[6.800 -> 6.960] 要 yao4
[6.960 -> 7.120] 跟 gen1
[7.120 -> 7.440] 小 xiao3
[7.440 -> 7.840] 云 yun2
[7.920 -> 8.080] 一 yi4
[8.080 -> 8.320] 起 qi3
[8.320 -> 8.560] 去 qu4
[8.560 -> 8.800] 上 shang4
[8.800 -> 8.960] 海 hai2
[8.960 -> 9.120] 旅 lv3
[9.120 -> 9.600] 行 xing2
[10.320 -> 10.560] 现 xian4
[10.560 -> 10.720] 在 zai4
[10.720 -> 10.960] 中 zhong1
[10.960 -> 11.120] 国 guo2
[11.120 -> 11.360] 人 ren2
[11.360 -> 11.440] 也 ye2
[11.440 -> 11.680] 很 hen2
[11.680 -> 11.840] 喜 xi3
[11.840 -> 12.080] 欢 huan1
[12.080 -> 12.320] 过 guo4
[12.320 -> 12.560] 圣 sheng4
[12.560 -> 12.800] 诞 dan4
[12.800 -> 13.200] 节 jie2
[13.920 -> 14.240] 很 hen3
[14.240 -> 14.400] 多 duo1
[14.400 -> 14.720] 商 shang1
[14.720 -> 15.200] 场 chang3
[15.200 -> 15.440] 都 dou1
[15.440 -> 15.600] 有 you3
[15.600 -> 15.840] 圣 sheng4
[15.840 -> 16.080] 诞 dan4
[16.080 -> 16.240] 老 lao3
[16.240 -> 16.640] 人 ren2
[17.360 -> 17.680] 商 shang1
[17.680 -> 18.000] 场 chang3
[18.000 -> 18.160] 东 dong1
[18.160 -> 18.320] 西 xi1
[18.320 -> 18.560] 很 hen3
[18.640 -> 19.040] 多 duo1
[19.360 -> 19.600] 买 mai3
[19.600 -> 19.840] 东 dong1
[19.840 -> 20.000] 西 xi1
[20.000 -> 20.160] 的 de5
[20.160 -> 20.400] 人 ren2
[20.400 -> 20.560] 也 ye2
[20.560 -> 20.800] 很 hen3
[20.800 -> 21.200] 多 duo1
[21.920 -> 22.320] 上 shang4
[22.320 -> 22.400] 午 wu3
[22.400 -> 22.640] 十 shi2
[22.640 -> 23.040] 点 dian3
[23.440 -> 23.600] 我 wo3
[23.600 -> 23.760] 去 qu4
[23.760 -> 24.000] 王 wang2
[24.000 -> 24.160] 府 fu2
[24.160 -> 24.640] 井 jing2
[24.800 -> 24.960] 给 gei3
[24.960 -> 25.200] 爸 ba4
[25.200 -> 25.280] 爸 ba4
[25.280 -> 25.520] 妈 ma1
[25.520 -> 25.760] 妈 ma1
[25.760 -> 26.000] 买 mai3
[26.000 -> 26.160] 圣 sheng4
[26.160 -> 26.400] 诞 dan4
[26.400 -> 26.560] 礼 li3
[26.560 -> 26.800] 物 wu4
[26.800 -> 27.040] 了 le5
[27.760 -> 27.920] 爸 ba4
[27.920 -> 28.080] 爸 ba4
[28.080 -> 28.320] 很 hen2
[28.320 -> 28.480] 喜 xi3
[28.480 -> 28.720] 欢 huan1
[28.720 -> 29.040] 京 jing1
[29.040 -> 29.360] 剧 ju4
[29.680 -> 29.920] 妈 ma1
[29.920 -> 30.080] 妈 ma1
[30.080 -> 30.240] 也 ye2
[30.240 -> 30.480] 喜 xi3
[30.480 -> 30.880] 欢 huan1
[31.200 -> 31.280] 我 wo2
[31.280 -> 31.520] 想 xiang2
[31.520 -> 31.600] 给 gei3
[31.600 -> 31.760] 他 ta1
[31.760 -> 31.920] 们 men5
[31.920 -> 32.000] 一 yi2
[32.000 -> 32.080] 个 ge4
[32.080 -> 32.400] 惊 jing1
[32.400 -> 32.800] 喜 xi3
[33.520 -> 33.680] 我 wo2
[33.680 -> 33.920] 很 hen2
[33.920 -> 34.240] 想 xiang3
[34.240 -> 34.640] 家 jia1
[35.040 -> 35.200] 也 ye2
[35.200 -> 35.520] 想 xiang3
[35.520 -> 35.680] 加 jia1
[35.680 -> 35.840] 拿 na2
[35.840 -> 36.160] 大 da4
[36.880 -> 37.200] 上 shang4
[37.200 -> 37.280] 午 wu3
[37.280 -> 37.440] 十 shi2
[37.440 -> 37.680] 点 dian3
[37.680 -> 38.080] 半 ban4
[38.560 -> 38.720] 哥 ge1
[38.720 -> 38.800] 哥 ge1
[38.800 -> 39.040] 发 fa1
[39.040 -> 39.200] 短 duan3
[39.200 -> 39.520] 信 xin4
[39.520 -> 39.680] 给 gei2
[39.680 -> 40.000] 我 wo3
[40.400 -> 40.640] 让 rang4
[40.640 -> 40.720] 我 wo2
[40.720 -> 40.880] 给 gei3
[40.880 -> 41.040] 妈 ma1
[41.040 -> 41.120] 妈 ma1
[41.120 -> 41.360] 打 da3
[41.360 -> 41.520] 电 dian4
[41.520 -> 41.840] 话 hua4
[42.560 -> 42.880] 中 zhong1
[42.880 -> 42.960] 午 wu3
[42.960 -> 43.120] 跟 gen1
[43.120 -> 43.360] 妈 ma1
[43.360 -> 43.440] 妈 ma1
[43.440 -> 43.680] 通 tong1
[43.680 -> 43.920] 电 dian4
[43.920 -> 44.320] 话 hua4
[44.640 -> 44.800] 我 wo3
[44.800 -> 45.040] 真 zhen1
[45.040 -> 45.280] 高 gao1
[45.280 -> 45.600] 兴 xing1
[46.400 -> 46.560] 爸 ba4
