[0.240 -> 0.400] 听 ting1
[0.400 -> 0.880] 说 shuo1
[1.360 -> 1.600] 博 bo2
[1.600 -> 1.600] 物 wu4
[1.600 -> 1.920] 馆 guan2
[1.920 -> 2.000] 有 you3
[2.000 -> 2.160] 个 ge4
[2.160 -> 2.400] 很 hen2
[2.400 -> 2.640] 好 hao3
[2.640 -> 2.720] 的 de5
[2.720 -> 2.960] 展 zhan2
[2.960 -> 3.200] 览 lan3
[3.680 -> 3.920] 咱 zan2
[3.920 -> 4.000] 们 men5
[4.000 -> 4.160] 今 jin1
[4.160 -> 4.320] 天 tian1
[4.320 -> 4.480] 去 qu4
[4.480 -> 4.880] 看 kan4
[5.360 -> 5.440] 怎 zen3
[5.440 -> 5.520] 么 me5
[5.600 -> 5.840] 样 yang4
[6.400 -> 6.880] 好 hao3
[6.880 -> 6.880] 啊 a5
[7.680 -> 8.000] 今 jin1
[8.000 -> 8.320] 天 tian1
[8.320 -> 8.480] 我 wo2
[8.480 -> 8.640] 也 ye2
[8.640 -> 8.800] 有 you3
[8.800 -> 9.040] 时 shi2
[9.040 -> 9.280] 间 jian1
[9.280 -> 9.600] 了 le5
[9.760 -> 9.920] 咱 zan2
[9.920 -> 10.080] 们 men5
[10.080 -> 10.160] 一 yi4
[10.160 -> 10.320] 起 qi3
[10.320 -> 10.480] 去 qu4
[10.480 -> 10.880] 看 kan4
[11.600 -> 12.000] 现 xian4
[12.000 -> 12.320] 在 zai4
[12.320 -> 12.640] 几 ji2
[12.640 -> 12.960] 点 dian3
[12.960 -> 13.280] 了 le5
[13.760 -> 13.920] 快 kuai4
[13.920 -> 14.240] 十 shi2
[14.240 -> 14.400] 点 dian3
[14.400 -> 14.720] 了 le5
[15.360 -> 15.600] 咱 zan2
[15.600 -> 15.680] 们 men5
[15.680 -> 15.840] 什 shen2
[15.840 -> 16.000] 么 me5
[16.000 -> 16.160] 时 shi2
[16.160 -> 16.320] 候 hou4
[16.320 -> 16.720] 去 qu4
[17.360 -> 17.680] 现 xian4
[17.680 -> 17.760] 在 zai4
[17.760 -> 18.240] 去 qu4
[18.800 -> 19.040] 好 hao3
[19.040 -> 19.360] 吗 ma5
[19.920 -> 20.320] 现 xian4
[20.320 -> 20.720] 在 zai4
[21.440 -> 21.760] 好 hao3
[21.760 -> 22.080] 吧 ba5
[22.960 -> 23.120] 博 bo2
[23.120 -> 23.360] 物 wu4
[23.360 -> 23.600] 馆 guan3
[23.600 -> 23.760] 在 zai4
[23.760 -> 24.000] 天 tian1
[24.000 -> 24.160] 安 an1
[24.160 -> 24.720] 门 men2
[24.720 -> 24.880] 咱 zan2
[24.880 -> 25.040] 们 men5
[25.040 -> 25.120] 怎 zen3
