[0.240 -> 0.480] 下 xia4
[0.480 -> 0.720] 星 xing1
[0.720 -> 0.960] 期 qi1
[0.960 -> 1.360] 五 wu3
[1.360 -> 1.600] 是 shi4
[1.600 -> 1.840] 圣 sheng4
[1.840 -> 2.080] 诞 dan4
[2.080 -> 2.400] 节 jie2
[3.200 -> 3.360] 这 zhe4
[3.360 -> 3.520] 是 shi4
[3.520 -> 3.760] 我 wo3
[3.760 -> 4.000] 第 di4
[4.000 -> 4.080] 一 yi1
[4.080 -> 4.400] 次 ci4
[4.480 -> 4.720] 在 zai4
[4.720 -> 5.040] 中 zhong1
[5.040 -> 5.280] 国 guo2
[5.280 -> 5.520] 过 guo4
[5.520 -> 5.760] 圣 sheng4
[5.760 -> 5.920] 诞 dan4
[5.920 -> 6.320] 节 jie2
[7.200 -> 7.280] 我 wo3
[7.280 -> 7.440] 要 yao4
[7.440 -> 7.600] 跟 gen1
[7.600 -> 7.840] 小 xiao3
[7.840 -> 8.160] 云 yun2
[8.320 -> 8.480] 一 yi4
[8.480 -> 8.720] 起 qi3
[8.720 -> 8.960] 去 qu4
[8.960 -> 9.120] 上 shang4
[9.120 -> 9.280] 海 hai2
[9.280 -> 9.440] 旅 lv3
[9.440 -> 9.760] 行 xing2
[10.640 -> 10.800] 现 xian4
[10.800 -> 11.040] 在 zai4
[11.040 -> 11.280] 中 zhong1
[11.280 -> 11.440] 国 guo2
[11.440 -> 11.680] 人 ren2
[11.840 -> 12.000] 也 ye2
[12.000 -> 12.160] 很 hen2
[12.160 -> 12.320] 喜 xi3
[12.320 -> 12.640] 欢 huan1
[12.640 -> 12.800] 过 guo4
[12.800 -> 13.120] 圣 sheng4
[13.120 -> 13.280] 诞 dan4
[13.280 -> 13.680] 节 jie2
[14.480 -> 14.720] 很 hen3
[14.720 -> 14.880] 多 duo1
[14.880 -> 15.120] 商 shang1
[15.120 -> 15.440] 场 chang3
[15.520 -> 15.680] 都 dou1
[15.680 -> 15.840] 有 you3
[15.840 -> 16.080] 圣 sheng4
[16.080 -> 16.240] 诞 dan4
[16.240 -> 16.480] 老 lao3
[16.480 -> 16.800] 人 ren2
[17.680 -> 17.920] 商 shang1
[17.920 -> 18.080] 场 chang3
[18.080 -> 18.320] 东 dong1
[18.320 -> 18.480] 西 xi1
[18.480 -> 18.720] 很 hen3
[18.720 -> 19.040] 多 duo1
[19.280 -> 19.520] 买 mai3
[19.520 -> 19.840] 东 dong1
[19.840 -> 19.920] 西 xi1
[19.920 -> 20.080] 的 de5
[20.080 -> 20.400] 人 ren2
[20.400 -> 20.560] 也 ye2
[20.560 -> 20.800] 很 hen3
[20.800 -> 21.120] 多 duo1
[21.920 -> 22.240] 上 shang4
[22.240 -> 22.320] 午 wu3
[22.320 -> 22.480] 十 shi2
[22.480 -> 22.800] 点 dian3
[23.120 -> 23.280] 我 wo3
[23.280 -> 23.360] 去 qu4
[23.360 -> 23.600] 王 wang2
[23.600 -> 23.760] 府 fu2
[23.760 -> 24.160] 井 jing2
[24.240 -> 24.480] 给 gei3
[24.480 -> 24.640] 爸 ba4
[24.640 -> 24.800] 爸 ba4
[24.800 -> 24.960] 妈 ma1
[24.960 -> 25.200] 妈 ma1
[25.280 -> 25.440] 买 mai3
[25.440 -> 25.760] 圣 sheng4
[25.760 -> 25.920] 诞 dan4
[25.920 -> 26.080] 礼 li3
[26.080 -> 26.400] 物 wu4
[26.400 -> 26.560] 了 le5
[27.360 -> 27.600] 爸 ba4
[27.600 -> 27.760] 爸 ba4
[27.760 -> 28.000] 很 hen2
[28.000 -> 28.160] 喜 xi3
[28.160 -> 28.400] 欢 huan1
[28.400 -> 28.640] 京 jing1
[28.640 -> 28.880] 剧 ju4
[29.120 -> 29.360] 妈 ma1
[29.360 -> 29.520] 妈 ma1
[29.520 -> 29.680] 也 ye2
[29.680 -> 29.920] 喜 xi3
[29.920 -> 30.240] 欢 huan1
[30.480 -> 30.560] 我 wo2
[30.560 -> 30.800] 想 xiang2
[30.800 -> 31.040] 给 gei3
[31.040 -> 31.200] 他 ta1
[31.200 -> 31.440] 们 men5
[31.440 -> 31.520] 一 yi2
[31.520 -> 31.680] 个 ge4
[31.680 -> 31.920] 惊 jing1
[31.920 -> 32.240] 喜 xi3
[33.040 -> 33.120] 我 wo2
[33.120 -> 33.360] 很 hen2
[33.360 -> 33.600] 想 xiang3
[33.600 -> 33.920] 家 jia1
[34.160 -> 34.320] 也 ye2
[34.320 -> 34.640] 想 xiang3
[34.640 -> 34.800] 加 jia1
[34.800 -> 34.960] 拿 na2
[34.960 -> 35.200] 大 da4
[36.000 -> 36.400] 上 shang4
[36.400 -> 36.480] 午 wu3
[36.480 -> 36.560] 十 shi2
[36.560 -> 36.800] 点 dian3
